aut_principal,pseudo,viaf,titulo,Lengua fuente,Lengua,ISBN,Ciudad de publicación,Ente editor,Año de publicación,Traductor/a,Observaciones
"Croiset, Alfred",No hay datos,http://viaf.org/viaf/795535,Lecciones de literatura griega : la epopeya heroica,fre,Francés,No hay datos,Montevideo,Ayuí,1973,"Liberati, Jorge",Se rectificó lengua fuente de griego a francés./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Petrarca, Francesco",No hay datos,http://viaf.org/viaf/39382430,El cancionero de Petrarca / pról. selección y traducción de Laura Escalante.,ita,Italiano,No hay datos,Montevideo,La Casa del Estudiante,1974,"Escalante, Laura",Es antología./ Se añadió dato traductor. Fuente: BN campo Título.
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,"Hamlet : Príncipe de Dinamarca / William Shakespeare traducción, pról. y notas Idea Vilariño.",eng,Inglés,No hay datos,Montevideo,Ediciones de Banda Oriental,1974,"Vilariño, Idea",Se añadió dato traductor. Fuente: BN campo Título.
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Sueño de una noche de verano.,eng,Inglés,No hay datos,Montevideo,Talleres Gráficos Minerva,1974,No hay datos,Fuente del dato Año no oficial.
Virgilio,No hay datos,http://viaf.org/viaf/8194433,Eglogas.,lat,Latín,No hay datos,No hay datos,No hay datos,1974,No hay datos,Fuente del dato Año no oficial.
"Voltaire, Francois Marie Arouet de","Arouet, François-Marie",http://viaf.org/viaf/36925746,Cándido / prólogo y comentarios de Hyalmar Blixen.,fre,Francés,No hay datos,Montevideo,Ediciones del Partenón,1974,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Beauvoir, Simone de",No hay datos,http://viaf.org/viaf/2466221,Para una moral de la ambigüedad : reproducción parcial / selección de R. Vega Acevedo.,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1974,No hay datos,No hay datos
"Alighieri, Dante",No hay datos,http://viaf.org/viaf/97105654,Vida nueva.,ita,Italiano,No hay datos,Montevideo,No hay datos,1974,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
Aristófanes,No hay datos,http://viaf.org/viaf/20962036,Pluto,gre,Griego,No hay datos,Montevideo,Fundación de Cultura Universitaria,1974,"Yáñez, Ruben",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Croiset, Maurice",No hay datos,http://viaf.org/viaf/41856962 ,Información general de la literatura griega,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1974,No hay datos,Es manual de estudio./ Se rectificó lengua fuente de griego a francés.
"Petofi, Sándor",No hay datos,http://viaf.org/viaf/59087691,Poemas,hun,Húngaro,No hay datos,Montevideo,Aquí Poesía,1974,"Bidert, Lil|Yakovsky, Ruben|Ibargoyen, Saúl",Se recuperó lengua fuente (húngaro)./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Díaz, José Pedro",No hay datos,http://viaf.org/viaf/109512041,Balzac : novela y sociedad,fre,Francés,No hay datos,Montevideo,Arca,1974,"Díaz, José Pedro",Es manual de estudio./ Se rectificó lengua fuente de español a francés.
"Poe, Edgar Allan",No hay datos,http://viaf.org/viaf/60351476,"La máscara de la muerte roja y otros cuentos / trad., selec. y comentarios de Roberto Apprato.",eng,Inglés,No hay datos,Montevideo,Ediciones de Banda Oriental,1975,"Appratto, Roberto",Es antología. / Fuente del dato Año no oficial./ Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Hitchcock, Alfred Joseph",No hay datos,http://viaf.org/viaf/49226917,Humo y muerte,eng,Inglés,No hay datos,Montevideo,Selmar,1975,No hay datos,Fuente del dato Año no oficial.
"Hitchcock, Alfred Joseph",No hay datos,http://viaf.org/viaf/49226917,Jaque y... mate.,eng,Inglés,No hay datos,Montevideo,Selmar,1975,No hay datos,Fuente del dato Año no oficial.
"Hitchcock, Alfred Joseph",No hay datos,http://viaf.org/viaf/49226917,Una mancha de sangre.,eng,Inglés,No hay datos,Montevideo,Selmar,1975,No hay datos,Fuente del dato Año no oficial.
"Kafka, Franz",No hay datos,http://viaf.org/viaf/56611857,La metamorfosis / trad. y pról. de Héctor Galmés.,ger,Alemán,No hay datos,Montevideo,Ediciones de Banda Oriental,1975,"Galmés, Héctor",Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: BN campo Título.
"Mondragón, Juan Carlos",No hay datos,http://viaf.org/viaf/119446757,"Homero : La Ilíada, canto XXII.",gre,Griego,No hay datos,Montevideo,Búsqueda,1975,No hay datos,Es manual de estudio./ Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
Virgilio,No hay datos,http://viaf.org/viaf/8194433,"Las bucólicas / Virgilio ; versión, introd. y notas de H. Plaza Noblia.",lat,Latín,No hay datos,Montevideo,Ediciones del Partenón,1975,"Plaza Noblía, Héctor",Se añadió dato traductor. Fuente: BN campo Título.
"Baudelaire, Charles",No hay datos,http://viaf.org/viaf/17218730,"Las flores del mal /$cCharles Baudelaire ; traducción, selección y comentarios de Edmundo Gómez Mango.",fre,Francés,No hay datos,Montevideo,Ediciones de Banda Oriental,1975,"Gómez Mango, Edmundo",Se añadió dato traductor. Fuente: BN campo Título.
"Lichtenberger, Henri",No hay datos,http://viaf.org/viaf/59085582,Introducción al primer Fausto,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1975,"Campodónico, Laura",Es manual de estudio./ Se rectificó lengua fuente de alemán a francés. Sería una traducción indirecta a través del francés./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Mondragón, Juan Carlos",No hay datos,http://viaf.org/viaf/119446757,Voltaire : Cándido Caps. 1 al 5,fre,Francés,No hay datos,Montevideo,Búsqueda,1975,No hay datos,No hay datos
No hay datos,No hay datos,No hay datos,Cuentos israelíes contemporáneos,heb,Hebreo,No hay datos,Montevideo,Lapid,1975,"Elkin de Hoter, Ety",Se recuperó lengua fuente (hebreo)./ Se anadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Dostoievski, Fedor Mijailovich","Dostoyevsky, Fyodor",http://viaf.org/viaf/104023256,Memorias del subsuelo,rus,Ruso,No hay datos,Montevideo,Editorial Técnica,1975,No hay datos,Se recuperó lengua fuente (ruso)./ Fuente del dato Ciudad no oficial.
"Perret, Jacques",No hay datos,http://viaf.org/viaf/32523,La Eneida de Virgilio,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1975,No hay datos,Se recuperó lengua fuente (francés).
Homero,No hay datos,http://viaf.org/viaf/224924963,La Ilíada : canto I,gre,Griego,No hay datos,Montevideo,No hay datos,1975,No hay datos,No hay datos
"Pavese, Cesare",No hay datos,http://viaf.org/viaf/36922880,Poemas del desamor / traducción de Alicia Migdal.,ita,Italiano,No hay datos,Montevideo,Libros del Astillero,1976,"Migdal, Alicia",Se añadió dato traductor. Fuente: BN campo Título y campo Valor. 
Homero,No hay datos,http://viaf.org/viaf/224924963,"Odisea / versión castellana, prólogo y notas de Raúl Blengio Brito.",gre,Griego,No hay datos,Montevideo,Ediciones del Partenón,1976,"Blengio Brito, Raúl",Fuente del dato Ciudad no oficial./ Fuente del dato Año no oficial./ Se añadió dato traductor. Fuente: BN campo Título y campo Valor.
"Voltaire, Francois Marie Arouet de","Arouet, François-Marie",http://viaf.org/viaf/36925746,"Cándido o el optimismo / trad., noticia preliminar y notas de R. Bula Piriz.",fre,Francés,No hay datos,Montevideo,Talleres Gráficos de A. Monteverde y Cía,1976,"Bula Píriz, Roberto",Se añadió dato traductor. Fuente: BN campo Título y campo Valor y catálogo de la Biblioteca del Poder Legislativo.
"Vernes, Henri",,http://viaf.org/viaf/51696951,Los compañeros de Damballah.,fre,Francés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Pasteur, Gil",No hay datos,http://viaf.org/viaf/589170868742222930001,Atalaya de piedra.,fre,Francés,No hay datos,Montevideo,Imprenta Vinaak,1976,"Piaggio, Edda",Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Pasteur, Gil",No hay datos,http://viaf.org/viaf/589170868742222930001,Bodas de arena.,fre,Francés,No hay datos,Montevideo,Imprenta Vinaak,1976,"Piaggio, Edda",Fuente del dato Ciudad no oficial./ Se añadió dato traductor: Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Pichon, René",No hay datos,http://viaf.org/viaf/88050219,Información general de la literatura latina.,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1976,No hay datos,Es manual de estudio./ Se rectificó lengua fuente de latín a francés./ Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Tolstoi, Lev Nikolaevich","Tolstoi, León",http://viaf.org/viaf/96987389,La muerte de Iván Illich.,rus,Ruso,No hay datos,Montevideo,La Casa del Estudiante,1976,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Balzac, Honoré de",No hay datos,http://viaf.org/viaf/29529595,Prólogo de La comedia humana.,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1976,"Rela, Walter",Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: BN campo Título.
"Bradley, Andrew Cecil",No hay datos,http://viaf.org/viaf/51737969,"Macbeth : la atmósfera, las brujas... / trad. Idea Vilariño.",eng,Inglés,No hay datos,Montevideo,Editorial Técnica,1976,"Vilariño, Idea",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Chekhov, Anton Pavlovich","Chejov, Anton Pavlovich",http://viaf.org/viaf/95216565,La dama del perrito.,rus,Ruso,No hay datos,Montevideo,Editorial Técnica,1976,No hay datos,No hay datos
"Cioiset, Maurice",No hay datos,http://viaf.org/viaf/41856962,"Tragedia de Esquilo : La Orestíada, Agamenón.",fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1976,"Varela, Servando",Fuente del dato Ciudad no oficial./ Fuente del dato Año no oficial./ Se rectificó lengua fuente de griego a francés. Sería una traducción indirecta a través del francés.
"Fast, Howard Melvin",No hay datos,http://viaf.org/viaf/108416567,El general derribó a un ángel.,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Freire, Tabaré J.",No hay datos,http://viaf.org/viaf/4601627,Homero.,gre,Griego,No hay datos,Montevideo,Ediciones del Partenón,1976,No hay datos,Es manual de estudio.
No hay datos,No hay datos,No hay datos,Grandes cuentos del mundo II / Sherwood Anderson... /et al./.,eng|fre|ita,Inglés|Francés|Italiano,No hay datos,Montevideo,Miguel Cleffi,1976,No hay datos,"Pertenece a la colección Club del Libro de Radio Sarandí./ Se recuperaron lenguas fuente (italiano, y francés)."
"Vernes, Henri",No hay datos,http://viaf.org/viaf/51696951,Acción en Tumbaga,fre,Francés,No hay datos,Montevideo,Selmar,1976,No hay datos,No hay datos
"Vernes, Henri",No hay datos,http://viaf.org/viaf/51696951,La mascara azul.,fre,Francés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Vernes, Henri",No hay datos,http://viaf.org/viaf/51696951,El aparecido de las tierras rojas.,fre,Francés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Sninrad, Norman",No hay datos,http://viaf.org/viaf/54154517,Agente del caos.,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Burroughs, Edgar Rico",No hay datos,http://viaf.org/viaf/17220001,Una princesa de Marte.,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Diok, Philip K.",No hay datos,http://viaf.org/viaf/27063583,Gestarescala.,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Farmer, Philip José",No hay datos,http://viaf.org/viaf/46760781,El fabuloso barco del río.,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Waldo, Edward Hamilton","Sturgeon, Theodore",http://viaf.org/viaf/253256323,Las invasiones jubilosas / Theodore Sturgeon/ seud./,eng,Inglés,No hay datos,Montevideo,Selmar,1976,No hay datos,Fuente del dato Año no oficial.
"Kafka, Franz",No hay datos,"http://viaf.org/viaf/56611857
",Carta al padre.,ger,Alemán,No hay datos,Montevideo,Editorial Técnica,1976,No hay datos,No hay datos
No hay datos,No hay datos,No hay datos,Grandes cuentos de humor,eng|jpn|fre|rus,Inglés|Japonés|Francés|Ruso,No hay datos,Montevideo,Miguel Cleffi,1976,No hay datos,"Se rectificó lengua fuente de alemán a inglés, ruso, japonés y francés./ Pertenece a la colección Club del Libro de Radio Sarandí."
"Haecker, T.",No hay datos,http://viaf.org/viaf/59168826,Virgilio : estudio sobre las bucólicas y las georgicas,ger,Alemán,No hay datos,Montevideo,La Casa del Estudiante,1976,No hay datos,Se rectificó lengua fuente de griego a alemán.
"Bradley, A. C.",No hay datos,http://viaf.org/viaf/51737969,Hamlet,eng,Inglés,No hay datos,Montevideo,Editorial Técnica,1976,"Moro, América",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Robert, Fernand",No hay datos,http://viaf.org/viaf/7468066,La literatura griega.,fre,Francés,No hay datos,Montevideo,La Casa del Estudiante,1976,No hay datos,Es manual de estudio./ Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
"Padilha, Telmo",No hay datos,http://viaf.org/viaf/40619339,Teorema : poemas / trad. de Soledad López.,por,Portugués,No hay datos,Montevideo,Ediciones de Banda Oriental,1977,"López, Soledad",Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: BN campo Título. 
"Assis, Joaquim Maria Machado de",No hay datos,http://viaf.org/viaf/95151633,La casa verde de Itaguai : novela.,por,Portugués,No hay datos,Montevideo,Árbol Impresores,1977,"Silva Vila, María Inés",Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. / Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Balzac, Honoré de",No hay datos,http://viaf.org/viaf/29529595,La búsqueda de lo absoluto,fre,Francés,No hay datos,Montevideo,Árbol Impresores,1977,"Silva Vila, María Inés",Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. / Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Chekhov, Anton Pavlovich","Chejov, Anton Pavlovich",http://viaf.org/viaf/95216565,Cuentos.,rus,Ruso,No hay datos,Montevideo,Árbol Impresores,1977,No hay datos,Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. 
"Dickens, Charles",No hay datos,http://viaf.org/viaf/88666393,Cuentos.,eng,Inglés,No hay datos,Montevideo,Árbol Impresores,1977,No hay datos,Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. 
"Doyle, sir Arthur Conan",No hay datos,http://viaf.org/viaf/65283845,Grandes casos de Sherlock Holmes.,eng,Inglés,No hay datos,Montevideo,Árbol Impresores,1977,No hay datos,Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. 
Eurípides,No hay datos,http://viaf.org/viaf/265326651,Ifigenia en Aulide.,gre,Griego,No hay datos,Montevideo,Editorial Técnica,1977,No hay datos,Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial.
Eurípides,No hay datos,http://viaf.org/viaf/265326651,Medea / con una biografía del autor y un estudio preliminar de la obra de Winston Nelson Marra.,gre,Griego,No hay datos,Montevideo,La Casa del Estudiante,1977,No hay datos,Es manual de estudio./ Fuente del dato Año no oficial./ Fuente del dato Ciudad no oficial. 
"Hitchcock, Alfred Joseph",No hay datos,http://viaf.org/viaf/49226917,Una cuestión de ética.,eng,Inglés,No hay datos,Montevideo,Selmar,1977,No hay datos,Fuente del dato Año no oficial.
"Hitchcock, Alfred Joseph",No hay datos,http://viaf.org/viaf/49226917,Un motivo de riesgo.,eng,Inglés,No hay datos,Montevideo,Selmar,1977,No hay datos,Fuente del dato Año no oficial.
"Kafka, Franz",No hay datos,http://viaf.org/viaf/56611857,"La metamorfosis, texto y comentario.",ger,Alemán,No hay datos,Montevideo,No hay datos,1977,No hay datos,Es manual de estudio./ Se recuperó lengua fuente (alemán).
"Lucrecio Caro, Tito",No hay datos,http://viaf.org/viaf/100197567,La naturaleza de las cosas / prol. y selec. Tabaré J. Freire.,lat,Latín,No hay datos,Montevideo,La Casa del Estudiante,1977,No hay datos,Fuente del dato Año no oficial.
"Mansfield, Katherine","Beauchamp, Kathleen",http://viaf.org/viaf/41843502,Cuentos.,eng,Inglés,No hay datos,Montevideo,Árbol Impresores,1977,No hay datos,Pertenece a la colección Club del Libro de Radio Sarandí./ Fuente del dato Año no oficial. 
